# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008659	17-Hydroxysteroid Dehydrogenase Deficiency	MESH:C537805	HSD17B3	3293	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	264300	25526675
d008659	Hypophosphatasia, Childhood	MESH:C562440	ALPL	249	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	241510	
d008659	Hypophosphatasia, Infantile	MESH:C562646	ALPL	249	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	241500	
d008659	Hypophosphatemia	MESH:D017674	NR1I2	8856	Metabolic disease	Metabolic disease	marker/mechanism		19898264
d008659	Hypophosphatemia	MESH:D017674	SLC34A1	6569	Metabolic disease	Metabolic disease	marker/mechanism		9560283
d008659	Hypophosphatemic Rickets, Autosomal Dominant	MESH:C562791	FGF23	8074	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nutrition disorder|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nutrition disorder|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	193100	
d008659	Hypophosphatemic Rickets, Autosomal Recessive, 1	MESH:C562792	DMP1	1758	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nutrition disorder|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nutrition disorder|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	241520	
d008659	Hypophosphatemic Rickets, Autosomal Recessive, 2	MESH:C567647	ENPP1	5167	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nutrition disorder|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nutrition disorder|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	613312	
d008659	Hypophosphatemic Rickets with Hypercalciuria, Hereditary	MESH:C562793	SLC34A3	142680	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nutrition disorder|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nutrition disorder|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	241530	
d008659	Hypoproteinemia, Hypercatabolic	MESH:C565476	B2M	567	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	241600	
d008659	Hypotonia-Cystinuria Syndrome	MESH:C564710	CAMKMT	79823	Congenital abnormality|Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism		26247364
d008659	Hypotonia-Cystinuria Syndrome	MESH:C564710	PPM1B	5495	Congenital abnormality|Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism		26247364
d008659	Hypotonia-Cystinuria Syndrome	MESH:C564710	PREPL	9581	Congenital abnormality|Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism		26247364
d008659	Hypotonia-Cystinuria Syndrome	MESH:C564710	SLC3A1	6519	Congenital abnormality|Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease|Pathology (process)|Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism		26247364
d008659	Hypouricemia, Renal, 2	MESH:C567426	SLC2A9	56606	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	612076	
d008659	Ichthyosis, X-Linked	MESH:D016114	STS	412	Congenital abnormality|Genetic disease (inborn)|Infant-newborn disease|Metabolic disease|Skin disease	Congenital abnormality|Genetic disease (inborn)|Infant-newborn disease|Metabolic disease|Skin disease	marker/mechanism	308100	10679952|14641695|9623797
d008659	Idiopathic basal ganglia calcification 1	MESH:C536275	PDGFB	5155	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	213600	23913003
d008659	Idiopathic basal ganglia calcification 1	MESH:C536275	PDGFRB	5159	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	213600	
d008659	Idiopathic basal ganglia calcification 1	MESH:C536275	SLC20A2	6575	Metabolic disease|Nervous system disease	Metabolic disease|Nervous system disease	marker/mechanism	213600	22327515
d008659	Iminoglycinuria	MESH:C536285	SLC36A2	153201	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	242600	
d008659	Iminoglycinuria	MESH:C536285	SLC6A19	340024	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	242600	
d008659	Iminoglycinuria	MESH:C536285	SLC6A20	54716	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	marker/mechanism	242600	21572414
d008659	Immune dysfunction with T-cell inactivation due to calcium entry defect 1	MESH:C557826	ORAI1	84876	Immune system disease|Infant-newborn disease|Metabolic disease	Immune system disease|Infant-newborn disease|Metabolic disease	marker/mechanism	612782	
d008659	Immune dysfunction with T-cell inactivation due to calcium entry defect 2	MESH:C557827	STIM1	6786	Immune system disease|Infant-newborn disease|Metabolic disease	Immune system disease|Infant-newborn disease|Metabolic disease	marker/mechanism	612783	
d008659	Immune Dysregulation, Polyendocrinopathy, Enteropathy, X-Linked Syndrome	MESH:C580192	FOXP3	50943	Endocrine system disease|Genetic disease (inborn)|Immune system disease|Metabolic disease|Signs and symptoms	Endocrine system disease|Genetic disease (inborn)|Immune system disease|Metabolic disease|Signs and symptoms	marker/mechanism	304790	27783946
d008659	IMMUNODEFICIENCY 38 WITH BASAL GANGLIA CALCIFICATION	OMIM:616126	ISG15	9636	Immune system disease|Metabolic disease|Nervous system disease	Immune system disease|Metabolic disease|Nervous system disease	marker/mechanism	616126	
d008659	IMMUNODEFICIENCY 54	OMIM:609981	MCM4	4173	Immune system disease|Metabolic disease	Immune system disease|Metabolic disease	marker/mechanism	609981	
d008659	IMMUNOSKELETAL DYSPLASIA WITH NEURODEVELOPMENTAL ABNORMALITIES	OMIM:617425	EXTL3	2137	Congenital abnormality|Genetic disease (inborn)|Immune system disease|Infant-newborn disease|Metabolic disease|Musculoskeletal disease	Congenital abnormality|Genetic disease (inborn)|Immune system disease|Infant-newborn disease|Metabolic disease|Musculoskeletal disease	marker/mechanism	617425	
d008659	Inappropriate ADH Syndrome	MESH:D007177	AVP	551	Endocrine system disease|Metabolic disease|Nervous system disease	Endocrine system disease|Metabolic disease|Nervous system disease	marker/mechanism		112579|6920297
d008659	Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia	MESH:C563476	HNRNPA1	3178	Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	615424	
d008659	Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia	MESH:C563476	HNRNPA2B1	3181	Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	615422	
d008659	Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia	MESH:C563476	VCP	7415	Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease	Genetic disease (inborn)|Mental disorder|Metabolic disease|Musculoskeletal disease|Nervous system disease	marker/mechanism	167320	
d008659	Inosine Triphosphatase Deficiency	MESH:C564127	ITPA	3704	Genetic disease (inborn)|Metabolic disease	Genetic disease (inborn)|Metabolic disease	marker/mechanism	613850	
d008659	Insulin Resistance	MESH:D007333	ACACB	32	Metabolic disease	Metabolic disease	marker/mechanism		22658938
d008659	Insulin Resistance	MESH:D007333	ADIPOQ	9370	Metabolic disease	Metabolic disease	therapeutic		18931039|21484566
d008659	Insulin Resistance	MESH:D007333	ADRB2	154	Metabolic disease	Metabolic disease	marker/mechanism		19034036
d008659	Insulin Resistance	MESH:D007333	AHR	196	Metabolic disease	Metabolic disease	marker/mechanism		25734695
d008659	Insulin Resistance	MESH:D007333	AR	367	Metabolic disease	Metabolic disease	marker/mechanism		21444647
d008659	Insulin Resistance	MESH:D007333	C3	718	Metabolic disease	Metabolic disease	marker/mechanism		18615583
d008659	Insulin Resistance	MESH:D007333	CASP1	834	Metabolic disease	Metabolic disease	marker/mechanism		22325453
d008659	Insulin Resistance	MESH:D007333	CCL2	6347	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Insulin Resistance	MESH:D007333	CD163	9332	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Insulin Resistance	MESH:D007333	CD36	948	Metabolic disease	Metabolic disease	marker/mechanism		14640889
d008659	Insulin Resistance	MESH:D007333	CD40	958	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Insulin Resistance	MESH:D007333	CD68	968	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Insulin Resistance	MESH:D007333	CPE	1363	Metabolic disease	Metabolic disease	marker/mechanism		15358678
d008659	Insulin Resistance	MESH:D007333	CTF1	1489	Metabolic disease	Metabolic disease	marker/mechanism		21803294
d008659	Insulin Resistance	MESH:D007333	EGFR	1956	Metabolic disease	Metabolic disease	marker/mechanism		22238402
d008659	Insulin Resistance	MESH:D007333	FGF15	14170	Metabolic disease	Metabolic disease	marker/mechanism		28673684
d008659	Insulin Resistance	MESH:D007333	GH1	2688	Metabolic disease	Metabolic disease	marker/mechanism		21559284
d008659	Insulin Resistance	MESH:D007333	GNAS	2778	Metabolic disease	Metabolic disease	marker/mechanism		17062894
d008659	Insulin Resistance	MESH:D007333	GPX3	2878	Metabolic disease	Metabolic disease	marker/mechanism		19270708
d008659	Insulin Resistance	MESH:D007333	HMGA1	3159	Metabolic disease	Metabolic disease	marker/mechanism		23512162
d008659	Insulin Resistance	MESH:D007333	HMOX1	3162	Metabolic disease	Metabolic disease	marker/mechanism|therapeutic		18375438|19171794
d008659	Insulin Resistance	MESH:D007333	HSD11B1	3290	Metabolic disease	Metabolic disease	marker/mechanism		21786805
d008659	Insulin Resistance	MESH:D007333	IGFALS	3483	Metabolic disease	Metabolic disease	marker/mechanism		17726072
d008659	Insulin Resistance	MESH:D007333	IGFBP2	3485	Metabolic disease	Metabolic disease	marker/mechanism		22537059
d008659	Insulin Resistance	MESH:D007333	INS	3630	Metabolic disease	Metabolic disease	marker/mechanism		11522680|24648896|25796170
d008659	Insulin Resistance	MESH:D007333	INS1	16333	Metabolic disease	Metabolic disease	marker/mechanism		19586609
d008659	Insulin Resistance	MESH:D007333	INSR	3643	Metabolic disease	Metabolic disease	marker/mechanism		10949030|11887975
d008659	Insulin Resistance	MESH:D007333	IRS1	3667	Metabolic disease	Metabolic disease	marker/mechanism		19734900
d008659	Insulin Resistance	MESH:D007333	IRS2	8660	Metabolic disease	Metabolic disease	marker/mechanism		25808216
d008659	Insulin Resistance	MESH:D007333	ITGAM	3684	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Insulin Resistance	MESH:D007333	KCNJ11	3767	Metabolic disease	Metabolic disease	marker/mechanism		9032110
d008659	Insulin Resistance	MESH:D007333	KLF14	136259	Metabolic disease	Metabolic disease	marker/mechanism		29632379
d008659	Insulin Resistance	MESH:D007333	LEP	3952	Metabolic disease	Metabolic disease	marker/mechanism|therapeutic		10753628|11342529|24150608
d008659	Insulin Resistance	MESH:D007333	LEPR	3953	Metabolic disease	Metabolic disease	marker/mechanism		19452630|20567778|25367288|28611668|29988851|30689673
d008659	Insulin Resistance	MESH:D007333	LIPC	3990	Metabolic disease	Metabolic disease	marker/mechanism		15504970
d008659	Insulin Resistance	MESH:D007333	MC4R	4160	Metabolic disease	Metabolic disease	marker/mechanism		18454146
d008659	Insulin Resistance	MESH:D007333	METRNL	284207	Metabolic disease	Metabolic disease	therapeutic		30213948
d008659	Insulin Resistance	MESH:D007333	MRC1	4360	Metabolic disease	Metabolic disease	marker/mechanism		29035695
d008659	Insulin Resistance	MESH:D007333	NEIL1	79661	Metabolic disease	Metabolic disease	marker/mechanism		21285402
d008659	Insulin Resistance	MESH:D007333	NOS3	4846	Metabolic disease	Metabolic disease	marker/mechanism|therapeutic		11457755|12716763|12947532|19008412
d008659	Insulin Resistance	MESH:D007333	NR4A1	3164	Metabolic disease	Metabolic disease	marker/mechanism		17785466
d008659	Insulin Resistance	MESH:D007333	NR4A3	8013	Metabolic disease	Metabolic disease	marker/mechanism		17785466
d008659	Insulin Resistance	MESH:D007333	N-TUTCA2	22069	Metabolic disease	Metabolic disease	marker/mechanism		28228267
d008659	Insulin Resistance	MESH:D007333	PIK3R1	5295	Metabolic disease	Metabolic disease	marker/mechanism		14714311
d008659	Insulin Resistance	MESH:D007333	PLTP	5360	Metabolic disease	Metabolic disease	marker/mechanism		12754275
d008659	Insulin Resistance	MESH:D007333	PPARA	5465	Metabolic disease	Metabolic disease	therapeutic		16168052|21324916
d008659	Insulin Resistance	MESH:D007333	PPARG	5468	Metabolic disease	Metabolic disease	therapeutic		16168052|21354099|21484566
d008659	Insulin Resistance	MESH:D007333	PRKAA1	5562	Metabolic disease	Metabolic disease	marker/mechanism		19934007
d008659	Insulin Resistance	MESH:D007333	PRKAA2	5563	Metabolic disease	Metabolic disease	marker/mechanism		19934007
d008659	Insulin Resistance	MESH:D007333	PRKAR1A	5573	Metabolic disease	Metabolic disease	marker/mechanism		29367455
d008659	Insulin Resistance	MESH:D007333	PTEN	5728	Metabolic disease	Metabolic disease	marker/mechanism		18303120
d008659	Insulin Resistance	MESH:D007333	PTPN1	5770	Metabolic disease	Metabolic disease	marker/mechanism		10744717
d008659	Insulin Resistance	MESH:D007333	RETN	56729	Metabolic disease	Metabolic disease	marker/mechanism		16493877
d008659	Insulin Resistance	MESH:D007333	SCD1	20249	Metabolic disease	Metabolic disease	therapeutic		21661758
d008659	Insulin Resistance	MESH:D007333	SELENOP	6414	Metabolic disease	Metabolic disease	marker/mechanism		14714311
d008659	Insulin Resistance	MESH:D007333	SIRT1	23411	Metabolic disease	Metabolic disease	marker/mechanism|therapeutic		20068143|21321189|24442997|25849131|26026874
d008659	Insulin Resistance	MESH:D007333	SLC2A4	6517	Metabolic disease	Metabolic disease	therapeutic		11947963
d008659	Insulin Resistance	MESH:D007333	SOD2	6648	Metabolic disease	Metabolic disease	therapeutic		22829583
d008659	Insulin Resistance	MESH:D007333	SREBF1	6720	Metabolic disease	Metabolic disease	marker/mechanism		22658938
d008659	Insulin Resistance	MESH:D007333	SREBF2	6721	Metabolic disease	Metabolic disease	marker/mechanism		20699619
d008659	Insulin Resistance	MESH:D007333	STS	412	Metabolic disease	Metabolic disease	therapeutic		24497646
d008659	Insulin Resistance	MESH:D007333	TNF	7124	Metabolic disease	Metabolic disease	marker/mechanism		16493877|20943792
d008659	Insulin Resistance	MESH:D007333	TRIB3	57761	Metabolic disease	Metabolic disease	marker/mechanism		20461355
d008659	Insulin Resistance	MESH:D007333	XBP1	7494	Metabolic disease	Metabolic disease	therapeutic		27325692
d008659	Iron Metabolism Disorders	MESH:D019189	CP	1356	Metabolic disease	Metabolic disease	marker/mechanism		16988052
d008659	Iron Metabolism Disorders	MESH:D019189	FTL	2512	Metabolic disease	Metabolic disease	marker/mechanism		16822677
d008659	Iron Metabolism Disorders	MESH:D019189	HMOX1	3162	Metabolic disease	Metabolic disease	marker/mechanism		9884342
d008659	Iron Metabolism Disorders	MESH:D019189	MON1A	84315	Metabolic disease	Metabolic disease	marker/mechanism		17632513
d008659	Iron Metabolism Disorders	MESH:D019189	TFRC	7037	Metabolic disease	Metabolic disease	marker/mechanism		17163184|17254562
d008659	Iron Overload	MESH:D019190	CP	1356	Metabolic disease	Metabolic disease	marker/mechanism		20801540
d008659	Iron Overload	MESH:D019190	FTH1	2495	Metabolic disease	Metabolic disease	marker/mechanism		11389486
